"iso3","lng","lat","pending","zoom"
"GEO",43.5122539864483,42.1793291705154,FALSE,5.97556621208462
"GHA",-1.20551823432688,7.96453852322643,FALSE,6.4360664616
"GIB",-5.34756168651565,36.1389503637933,FALSE,5.97556621208462
"GIN",-10.9312719974335,10.4339602915506,FALSE,6.2812575959
"GLP",-61.6763032136683,16.1611595344337,FALSE,5.97556621208462
"GMB",-15.4111842827362,13.4516196269752,FALSE,5.97556621208462
"GNB",-14.9262100861134,12.0482055967956,FALSE,5.97556621208462
"GNQ",10.4660788174545,1.56604865031982,FALSE,5.97556621208462
"GRC",22.5874701461528,39.477197319482,FALSE,5.97556621208462
"GRD",-61.6824856779116,12.112383949468,FALSE,5.97556621208462
"GRL",-41.3937131587252,74.7562568065544,FALSE,5.97556621208462
"GTM",-90.3562349353853,15.6949499080185,FALSE,6.778653169
"GUF",-53.2348301855125,3.92743386548506,FALSE,5.97556621208462
"GUM",144.776219013022,13.4402033779118,FALSE,5.97556621208462
"GUY",-58.9755100089345,4.79307475835392,FALSE,5.97556621208462
"HKG",114.157923354917,22.4222257587393,FALSE,5.97556621208462
"HMD",73.5263362599593,-53.0910614751157,FALSE,5.97556621208462
"HND",-86.5958444080134,14.8207132943422,FALSE,6.7319123977
"HRV",16.4263591212611,45.1360345057181,FALSE,5.97556621208462
"HTI",-72.6711353761957,18.9329310309994,FALSE,5.97556621208462
"HUN",19.4179152804771,47.1661465821045,FALSE,5.97556621208462
"IDN",114.010238629409,-0.19299975328697,FALSE,4
"IMN",-4.54153538968587,54.2305528899622,FALSE,5.97556621208462
"IND",79.3608740761325,22.3454609657324,FALSE,5.97556621208462
"IOT",72.4303405855374,-7.32998521915706,FALSE,5.97556621208462
"IRL",-8.14272818686276,53.1789529496174,FALSE,5.97556621208462
"IRN",54.1977933134999,32.7442276052684,FALSE,5.97556621208462
"IRQ",43.7747113256304,33.0459010972162,FALSE,5.8106798028
"ISL",-18.5939857013857,64.990608143284,FALSE,5.97556621208462
"ISR",34.9683856844966,31.3572400589315,FALSE,5.97556621208462
"ITA",12.1579006940728,43.5270274867588,FALSE,5.97556621208462
"JAM",-77.3106840891814,18.1561685725268,FALSE,5.97556621208462
"JOR",36.7853152249491,31.2493030098896,FALSE,5.97556621208462
"JPN",137.981300060601,36.653733800337,FALSE,5.97556621208462
"JTN",-169.531345971288,16.732810141884,FALSE,5.97556621208462
"KAZ",66.6475688815603,48.0202881506513,FALSE,4.0286765037
"KEN",37.8605428817044,0.53344209146735,FALSE,5.97556621208462
"KGZ",74.5478789829813,41.4609666903102,FALSE,5.877531786
"KHM",104.922855413825,12.7116382547941,FALSE,5.97556621208462
"KIR",-157.657762687508,1.85753598202958,FALSE,5.97556621208462
"KNA",-62.7662861260578,17.339942185295,FALSE,5.97556621208462
"KOR",127.860980490697,36.4520257146428,FALSE,5.97556621208462
"KWT",47.5792346950447,29.3284904879179,FALSE,5.97556621208462
"LAO",103.767754690722,18.5062180028073,FALSE,5.97556621208462
"LBN",35.8974626876346,33.9222618318616,FALSE,5.97556621208462
"LBR",-9.30809596661533,6.44805112321011,FALSE,7.0688120393
"LBY",18.0348414975484,27.0254495232978,FALSE,5.97556621208462
"LCA",-60.9652955268986,13.8940560075045,FALSE,5.97556621208462
"LIE",9.55401869822965,47.1451126524714,FALSE,5.97556621208462
"LKA",80.7048965436836,7.61469334221331,FALSE,5.97556621208462
"LSO",28.2536220376856,-29.5804167195727,FALSE,5.97556621208462
"LTU",23.9094525914128,55.3355302065679,FALSE,5.97556621208462
"LUX",6.09480344348266,49.7775845595856,FALSE,5.97556621208462
"LVA",24.9313792684595,56.8541795530089,FALSE,5.97556621208462
"MAC",113.546685163725,22.1974140019254,FALSE,5.97556621208462
"MAR",-6.27985686401832,31.8467865043117,FALSE,5.97556621208462
"MCO",7.42185323382474,43.7528052070402,FALSE,5.97556621208462
"MDA",28.4726262318872,47.2031434010724,FALSE,5.97556621208462
"MDG",46.6982339024031,-19.3851478468003,FALSE,5.1694171178
"MDV",73.0953216109442,-0.609754386216563,FALSE,5.97556621208462
"MEX",-102.51185057239,23.9313250746979,FALSE,5.97556621208462
"MHL",171.10949352576,7.10782776538506,FALSE,5.97556621208462
"MID",-177.375371563121,28.2119884424522,FALSE,5.97556621208462
"MKD",21.7008722593494,41.6003082136656,FALSE,5.97556621208462
"MLI",-3.52162536365805,17.35510078384,FALSE,5.0412557089
"MLT",14.4461751925102,35.8919427519167,FALSE,5.97556621208462
"MMR",96.5174608220372,21.1932057931243,FALSE,5.97556621208462
"MNE",19.247589016486,42.7876824864371,FALSE,5.97556621208462
"MNG",103.071789251747,46.8403273947113,FALSE,4.1665328624
"MNP",145.758211438532,15.1909951744754,FALSE,5.97556621208462
"MOZ",35.5512907330634,-17.2575657379624,FALSE,4.9545453934
"MRT",-10.3308337840112,20.2584404807677,FALSE,5.4116493535
"MSR",-62.1926122337222,16.735583126547,FALSE,5.97556621208462
"MTQ",-61.0212094490025,14.6484714482644,FALSE,5.97556621208462
"MUS",57.568022002931,-20.285819978573,FALSE,5.97556621208462
"MWI",34.3056813504813,-13.2243532410663,FALSE,5.97556621208462
"MYS",114.720614057583,3.608767132829,FALSE,5.97556621208462
"MYT",45.1401505744961,-12.8221769106342,FALSE,5.97556621208462
"NAM",17.2196418559653,-22.1371828497923,FALSE,5.97556621208462
"NCL",165.481926519109,-21.3313949611457,FALSE,5.97556621208462
"NER",9.40037334851063,17.420493928165,FALSE,5.3418780727
"NFK",168.047535261422,-29.0256520732018,FALSE,5.97556621208462
"NGA",8.09697418783234,9.58593946475088,TRUE,5.6005211972
"NIC",-85.0337577090286,12.8404289143198,FALSE,5.97556621208462
"NIU",-169.860169314208,-19.050004750028,FALSE,5.97556621208462
"NLD",5.67655908957349,52.2633971749192,FALSE,5.97556621208462
"NOR",13.9931168597283,64.2420581090292,FALSE,4.0881624479
"NPL",83.9453779076951,28.2591835643482,FALSE,5.97556621208462
"NRU",166.923130041251,-0.528742623226823,FALSE,5.97556621208462
"NZL",170.475567321661,-43.9872156828687,FALSE,5.97556621208462
"OMN",56.0956344191523,20.567989463891,FALSE,5.97556621208462
"PAK",68.8023967250502,29.3631787602132,FALSE,5.97556621208462
"PAN",-80.0919967453931,8.52013712880596,FALSE,5.97556621208462
"PCN",-128.315517586338,-24.3636240445972,FALSE,5.97556621208462
"PER",-74.3613203005094,-9.17213794744131,FALSE,4.9537843627
"PHL",121.424122358706,15.9479471063836,FALSE,4.8785209562
"PLW",134.573387838064,7.50230759137204,FALSE,5.97556621208462
"PNG",144.262084575746,-6.61410490667219,FALSE,5.97556621208462
"POL",19.4063925377136,52.1220629278127,FALSE,5.97556621208462
"PRI",-66.4759101655778,18.2275379875892,FALSE,5.97556621208462
"PRK",127.180248514128,40.1461224091721,FALSE,5.97556621208462
"PRT",-7.95985478166488,39.6845531855449,FALSE,5.97556621208462
"PRT",-25.4829228493736,37.7921124839448,FALSE,5.97556621208462
"PRY",-58.3955421882735,-23.2324622452116,FALSE,5.97556621208462
"PYF",-149.405236667394,-17.677092937051,FALSE,5.97556621208462
"QAT",51.198093464404,25.2804186282454,FALSE,5.97556621208462
"REU",55.5400759910961,-21.1208230541622,FALSE,5.97556621208462
"ROU",24.9877519670857,45.8438917969758,FALSE,5.97556621208462
"RUS",99.020534451703,61.6205850320862,FALSE,5.97556621208462
"RWA",29.9231502563079,-1.99981409172725,FALSE,5.97556621208462
"SAU",44.5469429587889,24.1258915165654,FALSE,5.97556621208462
"SEN",-14.4695989163209,14.3590200393183,FALSE,5.97556621208462
"SGP",103.810788264197,1.36100915485878,FALSE,5.97556621208462
"SGS",-36.6808884150702,-54.3735022252214,FALSE,5.97556621208462
"SHN",-5.71256156592006,-15.9580301284082,FALSE,5.97556621208462
"SJM",15.8789636940046,78.6098618989049,FALSE,5.97556621208462
"SLB",160.158411651222,-9.62239171891129,FALSE,6.3383688746
"SLE",-11.783050122133,8.57058773046088,FALSE,7.3013009532
"SLV",-88.8654533746703,13.7296753086317,FALSE,5.97556621208462
"SMR",12.4591829500693,43.9435043371416,FALSE,5.97556621208462
"SOM",45.8687434602847,6.06127465827517,FALSE,5.97556621208462
"SPM",-56.3385215488884,46.9544570207508,FALSE,5.97556621208462
"SRB",20.8048150763497,44.0303963291669,FALSE,5.97556621208462
"STP",6.6097722651596,0.241554874709901,FALSE,10.1947431357
"SUR",-55.9062661798069,4.13258668535828,FALSE,5.97556621208462
"SVK",19.4857876451216,48.706989452872,FALSE,5.97556621208462
"SVN",14.8308546535855,46.1240877824608,FALSE,5.97556621208462
"SWE",16.7455269087192,62.8379376493419,FALSE,5.97556621208462
"SWZ",31.5014923145602,-26.5647086138972,FALSE,5.97556621208462
"SYC",55.4656177093279,-4.67805782372478,FALSE,5.97556621208462
"SYR",38.5112046144963,35.0109665381049,FALSE,5.97556621208462
"TCA",-71.7495781416243,21.8022856753451,FALSE,5.97556621208462
"TCD",18.6613480248696,15.3402154112288,FALSE,5.0602886594
"TGO",0.978981934295532,8.52908306501272,FALSE,6.7642463572
"THA",101.020287337557,15.1308951026603,FALSE,5.97556621208462
"TJK",71.0371764109279,38.5254214243929,FALSE,5.97556621208462
"TKL",-171.853017696338,-9.19335866826303,FALSE,5.97556621208462
"TKM",58.3948314469112,39.2108048540865,FALSE,5.97556621208462
"TLS",125.944892292464,-8.79754529277328,FALSE,7.4997609066
"TON",-175.193904200229,-21.1751232466854,FALSE,5.97556621208462
"TTO",-61.2938950433791,10.4187726232221,FALSE,9.2055760778
"TUN",9.57265889514193,34.1138217253819,FALSE,5.97556621208462
"TUR",35.4350407085566,38.9890207561901,FALSE,5.97556621208462
"TUV",178.679547603303,-7.47239546918853,FALSE,5.97556621208462
"TWN",120.969667883063,23.750540935408,FALSE,5.97556621208462
"TZA",34.8051309057554,-6.26561607983927,FALSE,5.5331776986
"UGA",32.3909518065336,1.27957381490085,FALSE,5.97556621208462
"UKR",31.4094692267542,49.0092750521459,FALSE,5.97556621208462
"UMI",-176.479567041095,0.200075250561139,FALSE,5.97556621208462
"URY",-56.0126004690179,-32.8014772060794,FALSE,5.97556621208462
"USA",-99.4449843010217,39.4017482185936,FALSE,5.97556621208462
"UZB",63.157181890035,41.76243388106,FALSE,5.97556621208462
"VAT",12.4522544737186,41.9033649332743,FALSE,5.97556621208462
"VCT",-61.1902432077234,13.2462796752733,FALSE,5.97556621208462
"VEN",-66.1603659668792,7.12325656870754,FALSE,5.97556621208462
"VGB",-64.628618440911,18.4292338572553,FALSE,5.97556621208462
"VIR",-64.7721454979701,17.739761924358,FALSE,5.97556621208462
"VNM",106.308341334439,16.6348298129378,FALSE,5.97556621208462
"VUT",166.856812510022,-15.2361192842355,FALSE,5.97556621208462
"WAK",166.639288252868,19.2861687282959,FALSE,5.97556621208462
"WLF",-176.170736975637,-13.2854915808205,FALSE,5.97556621208462
"WSM",-172.443074887432,-13.6154146862978,FALSE,5.97556621208462
"XXX",35.505449170147,22.365098843188,FALSE,5.97556621208462
"XXX",33.6880375021234,21.8883763832909,FALSE,5.97556621208462
"XXX",-75.0122124373447,18.409664562168,FALSE,5.97556621208462
"XXX",-162.434375247346,5.87444396845747,FALSE,5.97556621208462
"YEM",47.5467970576991,15.9344618095691,FALSE,6.2524675255
"ZAF",25.1660727809737,-29.0115633205927,FALSE,5.97556621208462
"ZMB",27.7936543809531,-13.4585878100341,FALSE,5.6982463452
"ZWE",29.8687612965186,-19.0002796143907,FALSE,5.97556621208462
"SDN",30.0121317904516,16.0820490832056,FALSE,5.97556621208462
"SSD",30.3497648812935,7.27815944562331,FALSE,5.97556621208462
"XXX",28.3982471001217,9.76766178110732,FALSE,5.97556621208462
